epoch,acc,loss,val_acc,val_loss
0,0.542196007097265,1.0100463358330423,0.6521739121796428,0.6094984135765961
1,0.6129764068581015,0.7465373998112341,0.7137681176696998,0.5603574462558912
2,0.6488203265705905,0.6410343703254381,0.6956521739130435,0.5519072439359582
3,0.7168784027956359,0.5634486730431905,0.7336956521739131,0.51790786307791
4,0.7558983662816444,0.5209476872061645,0.7047101431998654,0.5294511655102605
5,0.7581669693633563,0.4848357693253325,0.769927536231884,0.4849211426748746
6,0.8035390202882285,0.4349489353745905,0.7717391304347826,0.46621816227401514
7,0.8098911070780399,0.41293859568351843,0.7898550724637681,0.46632660255915875
8,0.8171506355332376,0.4192363830205533,0.7608695669450621,0.4862696865330572
9,0.8334845736108977,0.37220960146935145,0.7971014501391978,0.4178623323855193
10,0.8661524498743933,0.3416797093600846,0.7554347817448602,0.47617921794670215
11,0.8511796734294095,0.32794676545311013,0.8188405788463095,0.40629110085791437
12,0.879764065011227,0.3086092619465397,0.82608695824941,0.38928442027257837
13,0.8752268599295573,0.28271989518955704,0.8242753605911697,0.3871608052564704
14,0.8743194191295741,0.2727379153082029,0.7971014510030332,0.43230621797451074
15,0.8797640652275778,0.3009399463390482,0.8152173904405124,0.3759774807570637
16,0.8815789472602457,0.27181873855919675,0.8405797118725984,0.36647361214610114
17,0.8929219601807706,0.2581432448216662,0.8170289872349172,0.38544731900311896
18,0.8829401090010973,0.26281971512818725,0.8423913026201553,0.3408316926679749
19,0.8947368424297893,0.24656150815923936,0.8550724654957869,0.36634976621987164
20,0.8956442832297725,0.23533655813947563,0.8188405788463095,0.3673168559005295
21,0.8756805809786012,0.24771941254446164,0.8297101457913717,0.42546866769376007
22,0.8988203268951167,0.23889436812128215,0.8333333324694979,0.45276344513547595
23,0.8883847549909256,0.23937936995293396,0.8315217374027639,0.39252047780631244
24,0.8892921956827333,0.2403414213451846,0.8351449284000673,0.4207010666529338
25,0.9042649729931203,0.2298531237103978,0.8514492744984834,0.4668361173159834
26,0.9006352083869076,0.21984548074364013,0.8423913034839906,0.4894428650538127
27,0.9042649729931203,0.22582799174608206,0.8333333333333334,0.48827310230420984
28,0.9019963701277592,0.21478519371005889,0.8478260860926863,0.4088237847107044
29,0.9069872960421221,0.21019547697690782,0.853260868701382,0.4958822113880213
30,0.9019963704522854,0.21735734891437142,0.8496376802955848,0.4176205984060315
31,0.9069872959339467,0.20832419390038007,0.8423913034839906,0.4098173103470733
32,0.8992740470787575,0.21197558420215026,0.8532608704290529,0.4276619527650916
33,0.9060798551339636,0.20676314257450415,0.8387681142143582,0.4208059086315874
34,0.8929219601807706,0.221090936698628,0.8460144918897877,0.4938029672788537
35,0.9128856622155911,0.20013694311010427,0.8532608712928883,0.42219753196274024
