epoch,acc,loss,val_acc,val_loss
0,0.5498432603749361,0.6420355250842892,0.6441102761373783,0.5939332435752515
1,0.6106583078079463,0.6067607619321459,0.7067669165463077,0.576227115882668
2,0.681191223616884,0.5999222009906948,0.7443609013593286,0.5350254937670285
3,0.7250783692333018,0.5505594827164677,0.7556390968480504,0.5168511612821641
4,0.7498432604123059,0.5043533100790365,0.7619047611578366,0.48893605856070843
5,0.7626959245406721,0.4850404594011815,0.7619047610084515,0.45955156346311543
6,0.775862068292863,0.4426123458763649,0.7919799489783763,0.43466013834291234
7,0.7999999989536488,0.41289299853543127,0.8145363399558199,0.38340247028453606
8,0.8128526635304514,0.38962560920132366,0.8170426057693654,0.392783997052893
9,0.8238244507753737,0.371934588052636,0.8208020041162208,0.36963752539534317
10,0.8297805645622803,0.3554515643366452,0.8446115291208253,0.38232342969803584
11,0.8307210038448202,0.35217848298691656,0.8245614038075421,0.3757130230279793
12,0.8426332295875191,0.3415940272770705,0.8258145354445416,0.3551881500055318
13,0.8373040747119341,0.3398247701434132,0.8408521306245846,0.3689418438831368
14,0.8163009411862652,0.3548847923458183,0.8433583962887451,0.35013196439970107
15,0.8470219429757527,0.32505366069769787,0.8458646619529054,0.38070118994939894
16,0.8420062689945615,0.3149682790508091,0.8546365917774669,0.35635369747204887
17,0.8507836984990159,0.2984457610356023,0.8533834578996912,0.3806872249844678
18,0.8507836984616461,0.3042717297622776,0.8320801996049427,0.35865246554962676
19,0.8470219443210614,0.30963500577454284,0.8496240604491461,0.37208132449546855
20,0.8426332295875191,0.31204718799800335,0.855889724609547,0.3756513198694788
21,0.8501567388029307,0.3061800730078945,0.8496240594034505,0.3592438378877807
22,0.8504702201457607,0.29725743459309906,0.855889724609547,0.3672415552133307
23,0.8601880867653132,0.2829649464837436,0.8546365917774669,0.3506952472856469
24,0.8570532909381352,0.2892041110693474,0.8546365917774669,0.3670461962844495
25,0.8611285255994169,0.28554431194422014,0.8571428574416273,0.35791063838734063
26,0.8526645766156594,0.2855568250331759,0.8621553875748675,0.35272297506941887
27,0.8554858933048188,0.2764512305909937,0.8634085216020283,0.3643918630951329
28,0.8579937298469783,0.27938848459234805,0.8583959902737075,0.3885620675588909
29,0.8655172404076986,0.27140800795024467,0.8583959902737075,0.3679714549155462
30,0.862695924204345,0.2741070058091681,0.8621553875748675,0.3746738550358249
31,0.856112852515098,0.2737006283105354,0.8533834589453867,0.36965865018074973
32,0.8579937307438507,0.2855950359079905,0.8596491219107071,0.38461924037240204
33,0.8579937298469783,0.2742603451106989,0.8659147872661886,0.38248401068207014
34,0.8551724145031274,0.27266957593562086,0.8709273185945094,0.38809758589082494
35,0.8695924755174165,0.2665356275056223,0.8621553875748675,0.3562068244508633
36,0.8614420070169861,0.269301843344231,0.8696741857624293,0.36014348918035213
37,0.8658307213768316,0.26628695121940027,0.8709273185945094,0.3658292163284799
38,0.8639498426622731,0.267634572523141,0.8596491231057877,0.37451604578429296
39,0.8626959251012174,0.26687129386540115,0.8558897235638516,0.39170485256309795
40,0.8680250791546693,0.26589081749833865,0.8684210529303491,0.38825910867604997
41,0.86144200656855,0.26380415308438127,0.8671679189031883,0.37039034067239974
42,0.8652037612323104,0.25961827070548615,0.8621553887699481,0.38951855372067977
43,0.8586206895056937,0.26211535674651215,0.8596491231057877,0.36039553414311323
44,0.8642633227719035,0.26605293330354,0.8634085216020283,0.380580229562028
45,0.8601880872137494,0.26576058150832554,0.8659147872661886,0.3605154916457365
46,0.8633228830035578,0.26743383861634423,0.8734335842586699,0.35808584191147846
47,0.8642633232203397,0.2626771535245602,0.8684210517352685,0.3659232920512818
48,0.8667711597624991,0.2577877042715826,0.8696741857624293,0.364884923717432
49,0.8639498440449515,0.2652415816686744,0.8646616544341085,0.4157758296880507
