epoch,acc,loss,val_acc,val_loss
0,0.497081275900544,0.7358922240388302,0.5368043089576426,0.685194655851573
1,0.5433318370599408,0.7098697170496094,0.662477560381487,0.6489936598113452
2,0.6048495738186214,0.6699768238448754,0.6786355495024841,0.6290467071147967
3,0.6582846882689091,0.6241289350983269,0.6876122100777001,0.6096956833688746
4,0.6995958692566075,0.5704658153242309,0.6642728924109221,0.608745110313169
5,0.7274360130012009,0.5338955789496667,0.7253141844079996,0.5698987598693135
6,0.7579703641194745,0.5072377335880709,0.7450628376948769,0.5590391487321905
7,0.7427031883863682,0.5092016861585421,0.7091561952870025,0.5524523602781861
8,0.7777278855021459,0.45579753430049197,0.7594254951074693,0.49808691230667773
9,0.7826672655935506,0.43662993823352503,0.7791741483943466,0.5116217724938795
10,0.7938931301189315,0.4349346449945773,0.7989228018952443,0.5021043012942618
11,0.8069151328131389,0.4296224035914832,0.7845601450177027,0.4535120763513301
12,0.7956892684751099,0.4209112688651468,0.7737881519850109,0.45771779960104976
13,0.8190390663560217,0.39571776759961713,0.8025134658471044,0.47985979572232795
14,0.8190390662489635,0.3906698242452148,0.8025134659541145,0.4498878907900524
15,0.8271216885573563,0.3736535816059875,0.8025134659541145,0.4014248893611949
16,0.82801975776221,0.3768200330339208,0.8114901264223205,0.40508228414405396
17,0.8338572072458202,0.3619319398707213,0.8258527835138825,0.40607424342867715
18,0.8356533456019987,0.3537631025483483,0.8402154407124545,0.40440881841058577
19,0.8383475530024436,0.34838407100933144,0.8240574513774371,0.4067508994462888
20,0.8396946567829596,0.3521035454789244,0.8096947944998956,0.4029149777777961
21,0.8396946568364887,0.3471327137267263,0.8222621194550123,0.40947003157391367
22,0.8361023800973674,0.34428699772937127,0.8420107727418896,0.4014559757367071
23,0.8248765157593383,0.3405019117408019,0.8204667872115569,0.39446008652502157
24,0.8428378986787731,0.3333357335890041,0.8276481155433175,0.38636493215013023
25,0.8446340370081871,0.342229750828728,0.8348294443031188,0.38744148129406696
26,0.8500224520499576,0.3334500630527106,0.8312387800302283,0.392310913439499
27,0.8432869333347291,0.33160603490708707,0.8240574514844473,0.36096758638078905
28,0.845532106079218,0.3278175742437768,0.8402154406054444,0.40224733019431575
29,0.852267624767682,0.3287336695044363,0.8366247765465742,0.4020709756075587
30,0.8558599013997452,0.3075932509758893,0.8384201086830194,0.404039189306153
31,0.8513695556698865,0.323958122293993,0.8545780976970063,0.38139084114206544
32,0.8468792098597341,0.3244609207677691,0.8473967691512253,0.39803088618566146
33,0.8594521779515147,0.3095681953775438,0.8563734297264414,0.40069774410026934
34,0.8576560397023945,0.313517051812079,0.8456014373358105,0.370910493587035
35,0.8428378986520086,0.32705258795858555,0.8456014372288003,0.4037075911668302
36,0.8531656939993003,0.311886661286626,0.8330341121666736,0.4048482642353544
37,0.8567579705243052,0.30269511288251905,0.8276481157573378,0.3865462237307584
38,0.858105074385115,0.30531362155439823,0.843806104985345,0.3933790299965193
39,0.8630444547441651,0.30106648482920934,0.8545780975899961,0.427552748693812
40,0.8585541088537192,0.30300958459292715,0.8366247765465742,0.3982164117292613
41,0.8697799731917482,0.2871264984750084,0.8527827656675712,0.3780098698639998
42,0.861248316254164,0.30146621651428934,0.8456014371217903,0.346458025081367
43,0.8621463855125469,0.3012453166957816,0.8402154406054444,0.3463046873193669
44,0.8567579705243052,0.297451322489273,0.836624776439564,0.3674368477038892
45,0.8599012125004125,0.2949461344918918,0.8456014371217903,0.3245137667827161
46,0.8594521779782792,0.2933892838265471,0.8456014372288003,0.3482683717070191
47,0.8625954200614446,0.2902148953857687,0.8473967692582355,0.3127730514031552
48,0.8594521780853375,0.2928149835861045,0.8473967692582355,0.3149891035133033
49,0.86259542003468,0.288347198200911,0.8509874335311259,0.309351323733852
